"SS","OR.A1.Est","OR.A0.Est","OR.Est","ORX.Est","PS.Est","SCHID"
1,48.4100441546663,47.6692727649875,47.6692727649875,47.5830660946485,0.382908209223014,1
1,53.1930573421245,52.4512513602958,52.4512513602958,52.4699558997714,0.416673814411979,1
1,48.1641790082597,47.4505093835761,47.4505093835761,47.4368547425071,0.349614237205783,1
1,42.1720430422842,41.2374802521918,41.2374802521918,41.7014759399226,0.293080589931088,1
1,49.2007787766258,48.6140892602851,48.6140892602851,48.3982345331106,0.233878110032135,1
1,59.7043002071771,59.0215444325613,59.0215444325613,59.3251986934125,0.51648536779993,1
1,54.6448570909041,53.8777767878424,53.8777767878424,54.3444086869868,0.432285872399209,1
1,58.4831688569658,57.6858036357938,57.6858036357938,58.1004750998894,0.310493095905063,1
1,60.8766655201561,60.1484165609933,60.1484165609933,60.9312887883848,0.349618655041782,1
1,48.6495203946098,47.5303425900566,47.5303425900566,47.4849686157024,0.193450853728912,1
1,47.9191271514899,47.1902456258155,47.1902456258155,47.3985328176885,0.426992376222311,1
1,62.3402948049453,60.8061882708664,60.8061882708664,60.3891149153911,0.33801161014826,1
1,43.7978412622839,42.931474471513,42.931474471513,43.038698284102,0.293985150443587,1
1,45.4961324596351,44.7318991944058,44.7318991944058,44.6902930993043,0.378699471340741,1
1,57.3479793905902,56.5376655353671,56.5376655353671,57.0563255564985,0.311930665839144,1
1,52.5834979357717,51.7762873416663,51.7762873416663,51.834673040107,0.284747136955203,1
1,29.9464906836341,29.3750295484962,29.3750295484962,29.3087278080298,0.140920600194741,1
2,29.8071654044505,28.3132056091055,28.3132056091055,28.4505960205718,0.0307657136094085,2
2,58.1101156749168,57.2078349188293,57.2078349188293,57.470195325894,0.206945795577676,2
1,62.2417589436643,61.4393251447346,62.2417589436643,62.0494690797155,0.45306596519966,3
1,39.7464240961639,39.0350156705671,39.7464240961639,39.2852390437151,0.3810255066794,3
1,55.0857015009905,54.5084294955507,55.0857015009905,54.8724976831163,0.38686601094534,3
1,49.1729901924683,48.2989746443693,49.1729901924683,48.5074186398472,0.258850034768809,3
1,46.6361968574237,45.7487453787935,46.6361968574237,45.9920884083923,0.181018280774819,3
1,53.2711416032828,52.3671735520443,53.2711416032828,52.8472358866125,0.0647457815130613,3
1,73.2336271778907,72.58570343095,73.2336271778907,73.0812308586463,0.431751089500366,3
1,63.7114047203853,62.9223891378497,63.7114047203853,63.9032979683056,0.491987593872256,3
1,63.2168775335803,62.4985534625212,63.2168775335803,62.6767985320884,0.0929970461228176,4
1,65.7002873202958,65.0153666589696,65.7002873202958,64.9836023893596,0.112843127855241,4
1,64.31333931881,63.5299895469451,64.31333931881,64.3717387731282,0.204960328700839,4
1,62.8556414004056,62.049437466059,62.8556414004056,62.9943997634562,0.257146118733039,4
1,61.3724536767366,60.6986115386896,61.3724536767366,61.2326423612244,0.0307612431551565,4
2,35.3521105103538,33.9756043364958,33.9756043364958,34.4048548104081,0.144980276965796,5
2,41.7277183676099,40.1544889590191,40.1544889590191,40.4678699552652,0.204430060281658,5
1,63.6342484094922,62.9513977014315,63.6342484094922,63.6802602692856,0.475224400935441,6
2,50.1376275938079,48.6507764967882,50.1376275938079,48.7487297183598,0.223373860373772,7
2,32.7352234773505,30.9455867277826,32.7352234773505,30.8669425570795,0.134677548445032,7
2,47.7561716457288,46.3433722786716,47.7561716457288,46.5856316654042,0.243304940281423,7
2,39.6923819553127,38.2038675402483,39.6923819553127,38.4689472429168,0.21783506453864,7
2,57.8263924477401,56.678749941781,57.8263924477401,56.5135167142379,0.270169478895723,7
1,45.2617963089757,44.3369090471754,45.2617963089757,44.1240125809964,0.147741427242638,8
1,61.5725452395016,60.7881019157668,61.5725452395016,61.0151422153064,0.0376434187254806,9
1,70.9200171407809,70.2824714932574,70.9200171407809,70.4565993318781,0.216213119808094,9
1,57.0601176922488,56.5545878650565,56.5545878650565,56.846910764154,0.0368157370104121,12
1,64.1695414910549,63.8675647242369,63.8675647242369,64.2537933258354,0.0935710511557107,14
1,63.4218114747025,62.6585411349965,62.6585411349965,62.1391916508683,0.530739455318831,14
1,64.0719376739714,63.6185607046662,63.6185607046662,63.903912749047,0.0939866734391432,14
1,69.8119033553619,69.1677205248164,69.1677205248164,69.338432165722,0.0433370433984253,14
1,66.354789784673,65.7099061949489,65.7099061949489,66.2155103836992,0.0944322431545985,14
1,49.44899260468,48.9014663888364,48.9014663888364,48.7400872130691,0.0331609175927509,14
1,63.3811489047033,62.8241715787743,62.8241715787743,63.1922974438593,0.0755087309685417,14
1,60.3433229929907,59.4579027778961,59.4579027778961,60.2553186277912,0.214535950763696,14
1,63.5747689214662,62.8538406819194,62.8538406819194,63.8833711292301,0.0479410424406111,14
1,67.6018588434503,66.791115605823,66.791115605823,67.3266206008533,0.0350383357966937,14
1,50.779212550557,50.1050868247888,50.1050868247888,49.5432666944817,0.0663044029979334,17
1,39.4685239921461,38.7180430230635,38.7180430230635,38.6555892160922,0.336966673504341,17
1,54.3755512321085,53.8585191425646,53.8585191425646,53.8444367855509,0.464983288526478,17
1,38.1651146430369,36.7728736409196,36.7728736409196,35.9676509772113,0.0566772241124658,17
1,35.8491214801982,35.1492188201179,35.1492188201179,35.8205273080059,0.0582467217256984,17
1,60.3764494192194,59.3625513045916,59.3625513045916,60.225720913613,0.357506766194062,17
1,36.7540281364369,35.9945326123038,35.9945326123038,36.3462738561786,0.314906510487378,17
1,46.5960021299894,45.7286157672508,45.7286157672508,45.5552617924053,0.241444653349435,17
1,50.4783077489942,49.6206495014698,49.6206495014698,49.579301412335,0.435434438984741,17
1,40.9782495139522,40.2035906718563,40.2035906718563,40.6867855727135,0.208028167320351,17
1,55.9167588779834,55.123130202618,55.123130202618,55.4057322915709,0.404255728364181,17
1,65.3510188600198,64.6205562295859,64.6205562295859,64.6710751383347,0.0519093023345155,17
1,58.9675786258771,58.1180287258814,58.1180287258814,58.8580172116852,0.0334935473441832,18
1,53.4467406682982,52.7790264886135,52.7790264886135,52.7597895503805,0.0702241180009811,19
1,69.3849637177234,68.7206141440943,68.7206141440943,68.5359892681978,0.0518405329033516,19
1,52.7723446629539,51.8779582255632,51.8779582255632,52.0760297815528,0.0678912390027965,19
1,37.5201109500255,36.2480746159555,36.2480746159555,36.502117944114,0.0235944056253366,19
1,60.0683419144616,59.3432453134154,59.3432453134154,59.338770025143,0.0526675440372873,19
1,53.4723558893593,52.7227314043935,52.7227314043935,52.3145965371843,0.0759701570680773,19
1,48.7256942893654,47.501551394524,47.501551394524,47.6088068503567,0.0423549153066188,19
1,57.1006013324101,56.6497558992326,56.6497558992326,57.0258791363012,0.0724150620080836,19
1,57.7479777462841,56.9332556545267,56.9332556545267,57.2574892002994,0.0288492803936159,19
1,70.5266167078813,69.8739980635302,69.8739980635302,69.3282438524677,0.0616770707758085,19
1,45.078729564218,44.2915262226546,44.2915262226546,43.3448869991943,0.0350215198451341,19
1,71.6477878234081,71.0126727860464,71.0126727860464,70.4072972136695,0.0566739664413118,19
1,62.8912368476277,62.145646217271,62.145646217271,62.2197664731266,0.0159159838792285,20
1,55.5587983169184,54.9943043539101,54.9943043539101,55.3963728526539,0.0331317134869864,20
1,30.5332380759218,29.8338449677355,29.8338449677355,29.7104160656786,0.0115254804798312,20
1,41.0151452891169,40.0999263117334,40.0999263117334,40.8814715136125,0.0578261987903122,20
1,53.2152568330821,52.413386419323,52.413386419323,52.5495658571239,0.160251937950942,20
1,60.2424524079005,59.4648003273523,60.2424524079005,59.8436990678615,0.289604992202111,20
1,39.6393347950488,38.9376836138012,38.9376836138012,39.5149208549257,0.230689584933625,22
1,59.7592104559088,59.2014258619351,59.2014258619351,59.3645341359995,0.0354625948717288,22
1,59.2431830972205,57.7308397558093,59.2431830972205,57.3678894038083,0.0945716902144913,23
1,50.3663756971718,49.3901379207677,50.3663756971718,49.6901971158294,0.0985391338393957,23
1,31.9873019425873,31.152552402063,31.9873019425873,32.1811542479427,0.0738130672339094,23
1,30.0529528800805,29.1666900425435,30.0529528800805,29.5125190174174,0.065993572223926,23
1,31.4871869639272,30.6414643039161,31.4871869639272,31.6715056915681,0.0380000445085045,23
1,31.4243102420682,29.7458701358008,31.4243102420682,30.7589541628853,0.0371734590657315,23
1,47.4058808278041,46.7221140070199,46.7221140070199,46.4040529303307,0.0799608309447031,24
1,44.1125836836144,43.3912724327094,43.3912724327094,43.994643781427,0.143993703041432,24
1,49.2120466159226,48.5015781804179,48.5015781804179,47.8969144944368,0.0464572522881134,25
1,36.8672479034701,36.2060917622074,36.2060917622074,36.4569169895259,0.0526539435555434,26
2,47.2327633116651,45.9158032261471,45.9158032261471,45.9360109562718,0.020767044515771,27
2,35.7014653792677,34.2038801127761,34.2038801127761,34.6325082572715,0.0293230094287941,27
2,48.4071948776307,47.259108113233,47.259108113233,47.2627369825443,0.029609422859331,27
2,57.9115689860722,56.7595485024837,56.7595485024837,56.7887581106503,0.036791912227863,27
1,36.9367746887738,36.2620729270551,36.2620729270551,36.9948325278572,0.104622520968772,28
1,45.3543700553395,44.1364358327176,44.1364358327176,43.3760808280731,0.167039719638818,28
1,40.1314490836792,38.7864961393085,38.7864961393085,39.3672137068089,0.0450259207137726,28
1,61.8066720626185,61.068582754096,61.068582754096,61.0946749523137,0.159803712702609,28
1,50.5020543812814,49.8470260627327,49.8470260627327,50.0705982009699,0.0838887401373692,28
1,45.0642808967677,44.1734081801249,44.1734081801249,44.292471726834,0.0466255245847765,28
1,37.9532288356198,37.0753662802494,37.0753662802494,37.7349571845242,0.109908179801288,28
1,66.9466043326286,66.2410784424203,66.2410784424203,66.3602363957129,0.0495727621912037,28
1,57.1388502456611,56.3835394066581,56.3835394066581,56.2922146887389,0.177389958800264,28
1,42.0670316473873,41.276062843776,41.276062843776,41.589287999458,0.180076865743277,28
1,53.0438420364699,52.3122996635155,52.3122996635155,51.2385681765659,0.0194228161853062,28
1,42.8297080097314,41.6898014028778,41.6898014028778,41.874088777308,0.155419914325371,28
1,59.1524592702137,58.2720859914508,58.2720859914508,58.2880096053751,0.0354853285064217,29
1,62.0698683415806,61.2842860715117,61.2842860715117,61.5633075909316,0.03311140930162,29
1,57.807941142183,57.2732968954456,57.2732968954456,57.8982646737255,0.0254069766613374,29
1,34.6948833037132,33.978767617415,33.978767617415,34.3174987300602,0.0180898270293965,29
1,45.3925716871938,44.5388345726032,44.5388345726032,44.2763743109044,0.0203795041569543,29
1,54.7052602939639,53.9295998694591,53.9295998694591,53.8849591856776,0.0201680847724706,29
1,42.1038772758093,41.3585526486832,41.3585526486832,41.5953529162051,0.0189179237116358,29
1,63.4720206540187,62.7283285988593,62.7283285988593,63.1703418544319,0.0515833769502996,29
1,56.1940304538919,55.2787211917353,55.2787211917353,55.3234809878979,0.0472271735770818,29
1,41.4617641476601,40.5046981632815,40.5046981632815,40.6146849111984,0.0246965660520391,29
1,43.3376206941215,42.8030961379542,42.8030961379542,43.5510275570226,0.0148003840810853,29
1,44.6606641286868,43.6106159022363,43.6106159022363,43.5199710973076,0.0157107821125551,29
1,46.8719745243782,45.8267923198888,45.8267923198888,45.6883612598123,0.0247915671333345,29
1,55.1172051732153,54.1943496819502,54.1943496819502,54.4460454177071,0.0272058440858201,29
1,51.812083079047,51.3524655649988,51.3524655649988,50.9129153563273,0.0274115909848003,29
1,56.4943169875866,55.6364441969811,55.6364441969811,55.4607987008479,0.184183947630365,29
1,66.0772596671626,65.3624042795461,65.3624042795461,65.496799936373,0.040956826019112,29
1,39.7865869639212,38.810006758328,38.810006758328,38.8758079183287,0.0149969166512844,29
1,70.238533378303,69.6048228274029,69.6048228274029,69.3782385847725,0.0401408658749801,29
1,56.527994345575,55.6435417833319,55.6435417833319,55.4887281784625,0.0330470254892228,29
1,53.7360470004139,52.8320510518779,52.8320510518779,53.6165601657943,0.205103560935772,30
1,43.3949870653587,42.6955303661087,42.6955303661087,42.6466579149316,0.0916099973247653,30
1,47.8510173624251,47.1994987023589,47.1994987023589,46.9764262646413,0.0640097137496212,30
1,64.2704227195913,63.6033472391434,63.6033472391434,63.9494760584322,0.0627288754084059,30
1,41.8588080147558,40.6195316654861,40.6195316654861,40.0992046105448,0.0431308939024974,30
1,36.6003869512042,36.3824508715103,36.3824508715103,37.0836180961965,0.185777511213277,30
1,71.7465146122531,71.1640264953378,71.1640264953378,71.360446806068,0.0548096821420279,30
1,66.4765037312064,65.8217898883164,65.8217898883164,66.2163225755914,0.0598631386634565,30
1,69.3573236273497,68.6659473814688,68.6659473814688,69.007539042331,0.0436032822850706,30
1,58.1164203853943,57.3273830876358,57.3273830876358,57.8956496824891,0.0444768882821448,30
1,59.9114371944127,58.9271758290962,58.9271758290962,59.7319972521982,0.0368702247000529,30
1,67.5074793254453,66.8586889980844,66.8586889980844,67.3738953769911,0.045889069469428,30
1,48.9417126688124,48.3381483517347,48.3381483517347,47.354290402412,0.51537317197985,30
1,60.2252522810131,58.8975516930368,58.8975516930368,59.6633037795981,0.0818763552031268,30
1,72.3743697423851,71.7872737894657,71.7872737894657,72.2605792779925,0.046515653683232,30
1,46.6917116352531,46.1291601540164,46.1291601540164,45.8801679243344,0.0910672957760586,30
1,58.897060631808,58.0795814862705,58.0795814862705,58.4346532182183,0.401669462475256,30
1,65.7232905656926,64.9622812910843,64.9622812910843,64.7298929937451,0.0608654819574746,30
1,66.3165364450747,65.6258700818338,65.6258700818338,65.6836539575042,0.0664483944306979,30
1,62.4302822728289,61.7089412657818,61.7089412657818,62.1587907811341,0.0449071752471792,30
1,61.7995531510416,60.9105030889591,60.9105030889591,61.6174660691651,0.0426243275938678,30
1,53.4763446609419,52.6176451445482,52.6176451445482,52.8816311178897,0.365278101589046,30
1,50.4311119591254,49.494828567253,49.494828567253,49.63288561948,0.197941991261842,30
1,62.3958035556986,61.7866179590419,61.7866179590419,62.0968530517593,0.0914035358860265,30
1,62.3954809891484,61.7227505226184,61.7227505226184,62.2271950510923,0.070384759965642,30
1,46.7044751778662,45.4558963030083,45.4558963030083,45.8829942319358,0.263181813584904,30
1,43.1056236317093,41.9580814855716,41.9580814855716,41.1128350839469,0.341548461901537,30
1,45.8849944332844,44.804075576065,44.804075576065,44.8852805701068,0.305272417371697,30
1,64.2755981023842,63.4631503414746,63.4631503414746,63.7431978629555,0.440383800051223,30
1,64.3181155667345,63.513946214367,63.513946214367,64.180460508248,0.0497407695664089,30
2,63.3412502460386,62.2595210852177,62.2595210852177,62.4374106154924,0.0306876793427851,31
2,56.1036050354074,55.121685188221,55.121685188221,54.747667212526,0.0364975808988491,31
2,42.6200948142065,41.0869569583148,41.0869569583148,41.1144660700212,0.0284383625519973,31
2,63.9146398909365,63.1263556045087,63.1263556045087,63.1989160190677,0.026039514640188,31
2,70.0050612993837,69.231767792159,69.231767792159,69.3490845563839,0.0315926660715735,31
1,66.9791173598704,66.2668995086186,66.9791173598704,66.5436824834866,0.196324531606486,32
1,44.2243189610544,43.2109999493259,44.2243189610544,43.7730925558742,0.180413421254557,32
1,55.8651487264728,55.0130355339842,55.8651487264728,55.703074844394,0.280207446008636,32
1,62.0524571877588,61.2099811715145,62.0524571877588,62.0612534537485,0.196832379495067,32
1,62.2116078697928,61.4863354196434,62.2116078697928,61.7432709887783,0.206344269115511,32
1,65.8770762192881,65.2865538069454,65.8770762192881,65.7809239679496,0.319116913449459,32
1,41.2740710150143,40.0431587370937,41.2740710150143,39.6421033451677,0.160280368694256,32
1,64.0346464566503,63.3328188658964,64.0346464566503,63.6363771123838,0.273374388349161,32
1,62.5512602828739,61.8186004392575,61.8186004392575,61.9999769929212,0.0399066944161159,33
1,50.8685871171374,50.3922956700943,50.3922956700943,50.0498647522775,0.0756923073847706,33
2,41.7239068230521,40.4672139896459,40.4672139896459,40.5938062673389,0.025320212751689,34
2,56.6522319411141,55.6405276324871,55.6405276324871,55.6454699580439,0.0241034771011902,34
2,47.6432638923306,46.3473607770688,46.3473607770688,46.3181911344721,0.0726778648951706,34
2,35.1865265758278,33.7671411362497,33.7671411362497,33.5703701406479,0.017108045277763,34
2,31.3470994352336,29.8385759158011,29.8385759158011,29.0570787739321,0.0178728747744067,34
2,39.6346565692861,38.416156852301,38.416156852301,38.5514072012183,0.0182601589617975,34
2,68.3313208562447,67.4713495632263,67.4713495632263,67.5848785507343,0.0337984790438979,34
2,55.6884094066124,54.6249835864484,54.6249835864484,54.3392146792138,0.0203627122877593,34
2,37.4125734697098,36.2534007545035,36.2534007545035,36.3718625668872,0.0201053664632697,34
2,43.8419105871563,42.4735254590795,42.4735254590795,42.5281066764623,0.0193857176781663,35
2,42.0692941306675,40.5985762301781,40.5985762301781,40.6563663493085,0.0622626983220695,35
2,35.2845729487424,34.0025073544965,34.0025073544965,34.098841719359,0.0176392424572015,35
2,34.4566077752025,32.8797178632717,32.8797178632717,33.1142633406066,0.0281043420311467,35
2,46.2655562566247,45.1136766590247,45.1136766590247,45.2894565363794,0.0176803371838588,35
2,30.6167686936578,29.4939089790517,29.4939089790517,29.9710955092663,0.0247605424768543,35
2,33.4599099360479,32.2052823003408,32.2052823003408,32.6015160062036,0.019211984928668,35
2,45.0392884667245,43.962855853356,43.962855853356,44.3013224524608,0.0472696934772938,35
